,Tipover prob,predicted label
76,0.0006926509668119252,Not tip
77,0.0007433273131027818,Not tip
78,0.011698455549776554,Not tip
79,0.0006912687094882131,Not tip
80,0.0008913033525459468,Not tip
81,0.0019636154174804688,Not tip
82,0.000616152654401958,Not tip
83,0.0007318289135582745,Not tip
84,0.0007504394161514938,Not tip
85,0.9912766218185425,Not tip
86,0.0012485873885452747,Not tip
87,0.9972938895225525,Not tip
88,0.10829242318868637,Not tip
89,0.0005622467142529786,Not tip
90,0.0019789717625826597,Not tip
91,0.0005649920785799623,Not tip
92,0.9903843402862549,Not tip
93,0.0010835464345291257,Not tip
94,0.0005788832786493003,Not tip
95,0.0005367783596739173,Not tip
96,0.0014346151147037745,Not tip
97,0.00063400185899809,Not tip
98,0.0005532715003937483,Not tip
99,0.0005489664035849273,Not tip
100,0.9845666289329529,Not tip
101,0.0010792510583996773,Not tip
102,0.0006668351124972105,Not tip
103,0.8397534489631653,Not tip
104,0.0006999298930168152,Not tip
105,0.0005435797502286732,Not tip
106,0.00055424973834306,Not tip
107,0.000532451318576932,Not tip
108,0.0008761925273574889,Not tip
109,0.0006837995024397969,Not tip
110,0.4117546081542969,Not tip
111,0.000870503019541502,Not tip
112,0.0005811060545966029,Not tip
113,0.0005701912450604141,Not tip
114,0.0009265044354833663,Not tip
115,0.017693916335701942,Not tip
116,0.4552336633205414,Not tip
117,0.0005624133627861738,Not tip
118,0.0005921997362747788,Not tip
119,0.0013709089253097773,Not tip
120,0.0005684271454811096,Not tip
121,0.0005605717888101935,Not tip
122,0.0005671732942573726,Not tip
123,0.997951090335846,Not tip
124,0.0006740713724866509,Not tip
125,0.0005806631525047123,Not tip
126,0.0005471440963447094,Not tip
127,0.0005529717891477048,Not tip
128,0.0009867839980870485,Not tip
129,0.0007223908905871212,Not tip
130,0.001122636953368783,Not tip
131,0.17806729674339294,Not tip
132,0.9718766808509827,Not tip
133,0.0005442589172162116,Not tip
134,0.0008705253712832928,Not tip
135,0.001932774088345468,Not tip
136,0.0005814011092297733,Not tip
137,0.0009839179692789912,Not tip
138,0.0005933113279752433,Not tip
139,0.0009423968731425703,Not tip
140,0.0005387900164350867,Not tip
141,0.000638833676930517,Not tip
142,0.0014825211837887764,Not tip
143,0.0023417326156049967,Not tip
144,0.0006420050049200654,Not tip
145,0.9946717619895935,Not tip
146,0.0005814398755319417,Not tip
147,0.007515355944633484,Not tip
148,0.0006165908998809755,Not tip
149,0.9979680180549622,Not tip
150,0.0005596152041107416,Not tip
151,0.0015360197285190225,Not tip
152,0.0005432586185634136,Not tip
153,0.000527880503796041,Not tip
154,0.000591035932302475,Not tip
155,0.0027287143748253584,Not tip
156,0.0006624107481911778,Not tip
157,0.0006164709920994937,Not tip
158,0.000555038801394403,Not tip
159,0.9115105867385864,Not tip
160,0.000643846346065402,Not tip
161,0.0006085853092372417,Not tip
162,0.0005645880592055619,Not tip
163,0.021270569413900375,Not tip
164,0.788902223110199,Not tip
165,0.0006837075925432146,Not tip
166,0.0011595202377066016,Not tip
167,0.0006514619453810155,Not tip
168,0.0012259002542123199,Not tip
169,0.059940140694379807,Not tip
170,0.0011772902216762304,Not tip
171,0.2614295184612274,Not tip
172,0.0010154194897040725,Not tip
173,0.0014512283960357308,Not tip
174,0.9698845148086548,Not tip
175,0.008593030273914337,Not tip
176,0.914714515209198,Not tip
177,0.001081979600712657,Not tip
178,0.00552730355411768,Not tip
179,0.0008935460937209427,Not tip
180,0.0009132683044299483,Not tip
181,0.000579014013055712,Not tip
182,0.0006557063315995038,Not tip
183,0.0006154269794933498,Not tip
184,0.0005922805285081267,Not tip
185,0.0007453616708517075,Not tip
186,0.2910357713699341,Not tip
187,0.16868238151073456,Not tip
188,0.0029004935640841722,Not tip
189,0.0006852907827124,Not tip
190,0.0006565411458723247,Not tip
191,0.006400524638593197,Not tip
192,0.008117133751511574,Not tip
193,0.0005758648039773107,Not tip
194,0.005441251210868359,Not tip
195,0.0005712863057851791,Not tip
196,0.0007142009562812746,Not tip
197,0.0019340291619300842,Not tip
198,0.0006402379949577153,Not tip
199,0.0005962616996839643,Not tip
200,0.0005959972040727735,Not tip
201,0.0007801871397532523,Not tip
202,0.003174209501594305,Not tip
203,0.000532439851667732,Not tip
204,0.12589679658412933,Not tip
205,0.0005615365807898343,Not tip
206,0.0030037418473511934,Not tip
207,0.0005419909721240401,Not tip
208,0.0005477606318891048,Not tip
209,0.9963221549987793,Not tip
210,0.943272590637207,Not tip
211,0.0007081843796186149,Not tip
212,0.6351293921470642,Not tip
213,0.0005667203804478049,Not tip
214,0.0005558795528486371,Not tip
215,0.0007491204305551946,Not tip
216,0.0007163006230257452,Not tip
217,0.011356749571859837,Not tip
218,0.0009319840464740992,Not tip
219,0.0011539150727912784,Not tip
220,0.008810793049633503,Not tip
221,0.0005292309797368944,Not tip
222,0.0007138908840715885,Not tip
223,0.001596171292476356,Not tip
224,0.0005866986466571689,Not tip
225,0.0009569118265062571,Not tip
226,0.0006022189045324922,Not tip
227,0.0006291175959631801,Not tip
228,0.0005962330033071339,Not tip
229,0.0005520075210370123,Not tip
230,0.002610244322568178,Not tip
231,0.9970833659172058,Not tip
232,0.0006439046119339764,Not tip
233,0.5541741251945496,Not tip
234,0.0009547548834234476,Not tip
235,0.0008000009693205357,Not tip
236,0.0006432079244405031,Not tip
237,0.02431354485452175,Not tip
238,0.0074178921058773994,Not tip
239,0.000745220750104636,Not tip
240,0.0005703355418518186,Not tip
241,0.0019073825096711516,Not tip
242,0.0005524947191588581,Not tip
243,0.0009286095155403018,Not tip
244,0.009887592867016792,Not tip
245,0.9971359968185425,Not tip
246,0.0005892663612030447,Not tip
247,0.9978429079055786,Not tip
248,0.0005579502903856337,Not tip
249,0.000539757136721164,Not tip
250,0.0006131177069619298,Not tip
251,0.003567972220480442,Not tip
252,0.0005879379459656775,Not tip
253,0.0006078224396333098,Not tip
254,0.0005829822621308267,Not tip
255,0.001467013033106923,Not tip
256,0.0006065154448151588,Not tip
257,0.0005860860692337155,Not tip
258,0.0005409468431025743,Not tip
259,0.0015155872097238898,Not tip
260,0.0007753976387903094,Not tip
261,0.0006164276273921132,Not tip
262,0.0033739081118255854,Not tip
263,0.002685020212084055,Not tip
264,0.0007524900720454752,Not tip
265,0.0035906038247048855,Not tip
266,0.0006620141211897135,Not tip
267,0.0005511550698429346,Not tip
268,0.0006392700597643852,Not tip
269,0.0006990620167925954,Not tip
270,0.0006184937083162367,Not tip
271,0.0005798316560685635,Not tip
272,0.0006045382469892502,Not tip
273,0.0008981332066468894,Not tip
274,0.0005796169862151146,Not tip
275,0.0005716037703678012,Not tip
276,0.9982011318206787,Not tip
277,0.0005432717734947801,Not tip
278,0.0005593808018602431,Not tip
279,0.81285560131073,Not tip
280,0.0033942258451133966,Not tip
281,0.0005620511365123093,Not tip
282,0.0012544440105557442,Not tip
283,0.11192972958087921,Not tip
284,0.0005515349912457168,Not tip
285,0.000749237893614918,Not tip
286,0.0005671032122336328,Not tip
287,0.0005411347956396639,Not tip
288,0.9969524145126343,Not tip
289,0.0008841946255415678,Not tip
290,0.0005581640871241689,Not tip
291,0.0007005598745308816,Not tip
292,0.0005572407389990985,Not tip
293,0.0005473060300573707,Not tip
294,0.001107898191548884,Not tip
295,0.9960265159606934,Not tip
296,0.997077226638794,Not tip
297,0.0007927785627543926,Not tip
298,0.0005745742237195373,Not tip
299,0.9981531500816345,Not tip
300,0.0005291624111123383,Not tip
301,0.0005757336621172726,Not tip
302,0.0005590671789832413,Not tip
303,0.000791636761277914,Not tip
304,0.0005396182532422245,Not tip
305,0.0018058771966025233,Not tip
306,0.00092206901172176,Not tip
307,0.0009025877225212753,Not tip
308,0.0014044583076611161,Not tip
309,0.0005427891155704856,Not tip
310,0.0005911602056585252,Not tip
311,0.0005907932063564658,Not tip
312,0.0007383021875284612,Not tip
313,0.7161033749580383,Not tip
314,0.002650019247084856,Not tip
315,0.9977433681488037,Not tip
316,0.14221693575382233,Not tip
317,0.02494545467197895,Not tip
318,0.000599937338847667,Not tip
319,0.0006884742178954184,Not tip
320,0.9974570870399475,Not tip
321,0.002522806404158473,Not tip
322,0.000791213009506464,Not tip
323,0.0026528702583163977,Not tip
324,0.000552591634914279,Not tip
325,0.18457545340061188,Not tip
326,0.0008467956213280559,Not tip
327,0.9966283440589905,Not tip
328,0.001181900966912508,Not tip
329,0.0005364949465729296,Not tip
330,0.40620261430740356,Not tip
331,0.18752092123031616,Not tip
332,0.0005644799093715847,Not tip
333,0.9632528424263,Not tip
334,0.0009515596320852637,Not tip
335,0.0005405026022344828,Not tip
336,0.0006284710252657533,Not tip
337,0.004995482042431831,Not tip
338,0.0008134720847010612,Not tip
339,0.0008267647936008871,Not tip
340,0.0005620158044621348,Not tip
341,0.0005697588203474879,Not tip
342,0.0007515877368859947,Not tip
343,0.0007238297257572412,Not tip
344,0.01704924739897251,Not tip
345,0.0005657545407302678,Not tip
346,0.0006283239927142859,Not tip
347,0.0030922400765120983,Not tip
348,0.022739998996257782,Not tip
349,0.0012246683472767472,Not tip
350,0.0017065126448869705,Not tip
351,0.8871381282806396,Not tip
352,0.0005660277674905956,Not tip
353,0.0006553077255375683,Not tip
354,0.0005688157398253679,Not tip
355,0.0009239320643246174,Not tip
356,0.20749624073505402,Not tip
357,0.0006247083656489849,Not tip
358,0.0007467330433428288,Not tip
359,0.9917904138565063,Not tip
360,0.9759818315505981,Not tip
361,0.0006187912076711655,Not tip
362,0.000563141773454845,Not tip
363,0.1418566107749939,Not tip
364,0.0015730882296338677,Not tip
365,0.0005904565914534032,Not tip
366,0.0006157875177450478,Not tip
367,0.000668092689011246,Not tip
368,0.0008384590619243681,Not tip
369,0.0005652320105582476,Not tip
370,0.0005702748894691467,Not tip
371,0.060829129070043564,Not tip
372,0.0005326271639205515,Not tip
373,0.0005893505876883864,Not tip
374,0.4501942992210388,Not tip
375,0.0005765858804807067,Not tip
376,0.7666574716567993,Not tip
377,0.0005303080542944372,Not tip
378,0.0009317336953245103,Not tip
379,0.0006772303604520857,Not tip
380,0.0005589515203610063,Not tip
381,0.21368366479873657,Not tip
382,0.0005510237533599138,Not tip
383,0.07433557510375977,Not tip
384,0.0009144620271399617,Not tip
385,0.06386738270521164,Not tip
386,0.9762914776802063,Not tip
387,0.0006534424028359354,Not tip
388,0.004526589997112751,Not tip
389,0.0005900990217924118,Not tip
390,0.0006475750706158578,Not tip
391,0.9792091846466064,Not tip
392,0.0015898810233920813,Not tip
393,0.0005409424775280058,Not tip
394,0.5640543103218079,Not tip
395,0.058882709592580795,Not tip
396,0.0005796432378701866,Not tip
397,0.0006943937623873353,Not tip
398,0.0014493361813947558,Not tip
399,0.0006362288258969784,Not tip
400,0.000616556266322732,Not tip
401,0.0006468838546425104,Not tip
402,0.006508359685540199,Not tip
403,0.0007271191570907831,Not tip
404,0.6575322151184082,Not tip
405,0.04350819066166878,Not tip
406,0.000550462631508708,Not tip
407,0.0005272099515423179,Not tip
408,0.000660585006698966,Not tip
409,0.0006137452437542379,Not tip
410,0.0014851713785901666,Not tip
411,0.9827438592910767,Not tip
412,0.0005733742145821452,Not tip
413,0.0009009290370158851,Not tip
414,0.0006411226931959391,Not tip
415,0.0020740830805152655,Not tip
416,0.0005380430375225842,Not tip
417,0.0006297400104813278,Not tip
418,0.0005984622985124588,Not tip
419,0.0009056074195541441,Not tip
420,0.0005434168269857764,Not tip
421,0.0005379871581681073,Not tip
422,0.23704558610916138,Not tip
423,0.0007711859652772546,Not tip
424,0.0005985903553664684,Not tip
425,0.005632334388792515,Not tip
426,0.289180189371109,Not tip
427,0.0005937059177085757,Not tip
428,0.0005922697600908577,Not tip
429,0.0005843752878718078,Not tip
430,0.0005937036476098001,Not tip
431,0.0006932442774996161,Not tip
432,0.8447641730308533,Not tip
433,0.0005353180458769202,Not tip
434,0.9817047119140625,Not tip
435,0.0007697985856793821,Not tip
436,0.0005861320532858372,Not tip
437,0.0006829150370322168,Not tip
438,0.0005992727819830179,Not tip
439,0.0030146846547722816,Not tip
440,0.5681485533714294,Not tip
441,0.0005296306917443871,Not tip
442,0.10888484865427017,Not tip
443,0.0257969181984663,Not tip
444,0.0006192862638272345,Not tip
445,0.000742338364943862,Not tip
446,0.0009656262118369341,Not tip
447,0.2437632828950882,Not tip
448,0.0005509437178261578,Not tip
449,0.0019529251148924232,Not tip
450,0.0007551644812338054,Not tip
451,0.0005398085340857506,Not tip
452,0.00418939720839262,Not tip
453,0.0007430369150824845,Not tip
454,0.001378564047627151,Not tip
455,0.0010819337330758572,Not tip
456,0.0005705690709874034,Not tip
457,0.9977027773857117,Not tip
458,0.018107620999217033,Not tip
459,0.004596393555402756,Not tip
460,0.0005574086681008339,Not tip
461,0.0005888778832741082,Not tip
462,0.0018766114953905344,Not tip
463,0.001835126313380897,Not tip
464,0.740443766117096,Not tip
465,0.0011657309951260686,Not tip
466,0.18538182973861694,Not tip
467,0.018699729815125465,Not tip
468,0.0022558309137821198,Not tip
469,0.0011643558973446488,Not tip
470,0.0011014400515705347,Not tip
471,0.0006388652254827321,Not tip
472,0.14316341280937195,Not tip
473,0.9940810799598694,Not tip
474,0.0037584586534649134,Not tip
475,0.000537050305865705,Not tip
476,0.005845843814313412,Not tip
477,0.9979813694953918,Not tip
478,0.0012066552881151438,Not tip
479,0.0009630192653276026,Not tip
480,0.000662401900626719,Not tip
481,0.008569777011871338,Not tip
482,0.0005756110185757279,Not tip
483,0.14523503184318542,Not tip
484,0.0005832306924276054,Not tip
485,0.0007888429681770504,Not tip
486,0.000551185046788305,Not tip
487,0.9981855750083923,Not tip
488,0.00061659119091928,Not tip
489,0.0005811720038764179,Not tip
490,0.051277052611112595,Not tip
491,0.004818234592676163,Not tip
492,0.002241611247882247,Not tip
493,0.0014295459259301424,Not tip
494,0.910453200340271,Not tip
495,0.000585358589887619,Not tip
496,0.0011766606476157904,Not tip
497,0.0006394361262209713,Not tip
498,0.0009283795370720327,Not tip
499,0.0006441387813538313,Not tip
500,0.0005711861304007471,Not tip
501,0.03726911544799805,Not tip
502,0.0005481134285219014,Not tip
503,0.0005301112541928887,Not tip
504,0.8027392029762268,Not tip
505,0.0007303711026906967,Not tip
506,0.0028187772259116173,Not tip
507,0.0012425570748746395,Not tip
508,0.001027037505991757,Not tip
509,0.001151016796939075,Not tip
510,0.0005263278726488352,Not tip
511,0.0005962037830613554,Not tip
512,0.03341572731733322,Not tip
513,0.0005905595608055592,Not tip
514,0.0012468333588913083,Not tip
515,0.0009016203111968935,Not tip
516,0.0005651318351738155,Not tip
517,0.00053862773347646,Not tip
518,0.0007586961146444082,Not tip
519,0.15706008672714233,Not tip
520,0.0006646052934229374,Not tip
521,0.0006957461591809988,Not tip
522,0.0005318956100381911,Not tip
523,0.0006312494515441358,Not tip
524,0.8387500047683716,Not tip
525,0.9950360655784607,Not tip
526,0.0006850518402643502,Not tip
527,0.0012454161187633872,Not tip
528,0.0045910123735666275,Not tip
529,0.0006847796612419188,Not tip
530,0.0006980038015171885,Not tip
531,0.001130392192862928,Not tip
532,0.0018389777978882194,Not tip
533,0.0006753355264663696,Not tip
534,0.0006921438034623861,Not tip
535,0.9951754808425903,Not tip
536,0.11630348116159439,Not tip
537,0.0007619558018632233,Not tip
538,0.9982514977455139,Not tip
539,0.00105482863727957,Not tip
540,0.0005675631109625101,Not tip
541,0.0005351175786927342,Not tip
542,0.0006302452529780567,Not tip
543,0.0006312344339676201,Not tip
544,0.0006316768121905625,Not tip
545,0.0009281203965656459,Not tip
546,0.9934027791023254,Not tip
547,0.9965232610702515,Not tip
548,0.0005571165238507092,Not tip
549,0.0008601983427070081,Not tip
550,0.2408667355775833,Not tip
551,0.0005414887564256787,Not tip
552,0.07834812998771667,Not tip
553,0.0005774454912170768,Not tip
554,0.027901461347937584,Not tip
555,0.0006698785582557321,Not tip
556,0.8090690970420837,Not tip
557,0.8676013350486755,Not tip
558,0.004113891627639532,Not tip
559,0.0023807971738278866,Not tip
560,0.0007405680953525007,Not tip
561,0.8311862349510193,Not tip
562,0.000850051932502538,Not tip
563,0.002481495263054967,Not tip
564,0.0005734127480536699,Not tip
565,0.000898613827303052,Not tip
566,0.0005261377082206309,Not tip
567,0.0022412079852074385,Not tip
568,0.0038920005317777395,Not tip
569,0.0006313012563623488,Not tip
570,0.9921736717224121,Not tip
571,0.0010072921868413687,Not tip
572,0.0007563431863673031,Not tip
573,0.0007737272535450757,Not tip
574,0.0005579044809564948,Not tip
575,0.0006664310349151492,Not tip
576,0.0005774992168880999,Not tip
577,0.995442271232605,Not tip
578,0.0038175955414772034,Not tip
579,0.0005363832460716367,Not tip
580,0.0006244881660677493,Not tip
581,0.0010705185122787952,Not tip
582,0.005920782685279846,Not tip
583,0.0007169520831666887,Not tip
584,0.0005372405285015702,Not tip
585,0.0011687095975503325,Not tip
586,0.000767442281357944,Not tip
587,0.9942275285720825,Not tip
588,0.0007668114849366248,Not tip
589,0.0007343083270825446,Not tip
590,0.015064150094985962,Not tip
591,0.029391439631581306,Not tip
592,0.0007142699905671179,Not tip
593,0.0006615666206926107,Not tip
594,0.0005718276952393353,Not tip
595,0.0009216737234964967,Not tip
596,0.0006507631624117494,Not tip
597,0.0006200868519954383,Not tip
598,0.00052879739087075,Not tip
599,0.9969358444213867,Not tip
600,0.8140318393707275,Not tip
601,0.0005886306753382087,Not tip
602,0.7847992181777954,Not tip
603,0.0031814672984182835,Not tip
604,0.9869326949119568,Not tip
605,0.0005648205988109112,Not tip
606,0.0007650494226254523,Not tip
607,0.000615361612290144,Not tip
608,0.0006877960986457765,Not tip
609,0.0031323230359703302,Not tip
610,0.0005726783419959247,Not tip
611,0.0019636154174804688,Not tip
612,0.0010648976312950253,Not tip
613,0.0007370604434981942,Not tip
614,0.9462023377418518,Not tip
615,0.9952422380447388,Not tip
616,0.0006436099065467715,Not tip
617,0.0010528744896873832,Not tip
618,0.9459383487701416,Not tip
619,0.0006045414484106004,Not tip
620,0.0005666090874001384,Not tip
621,0.001105738920159638,Not tip
622,0.9100587964057922,Not tip
623,0.0005565793253481388,Not tip
624,0.0005726802628487349,Not tip
625,0.0324704684317112,Not tip
626,0.9950745701789856,Not tip
627,0.0008092988864518702,Not tip
628,0.0006517823785543442,Not tip
629,0.000578915816731751,Not tip
630,0.004658757243305445,Not tip
631,0.9844228625297546,Not tip
632,0.001151141244918108,Not tip
633,0.029060784727334976,Not tip
634,0.0009625752572901547,Not tip
635,0.0005732998833991587,Not tip
636,0.0005473342025652528,Not tip
637,0.0006415074458345771,Not tip
638,0.03195229917764664,Not tip
639,0.0006081422907300293,Not tip
640,0.0006014121463522315,Not tip
641,0.0015261932276189327,Not tip
642,0.002094426192343235,Not tip
643,0.0009406839380972087,Not tip
644,0.0005611315136775374,Not tip
645,0.005362906493246555,Not tip
646,0.0079945158213377,Not tip
647,0.0007241871207952499,Not tip
648,0.9854543209075928,Not tip
649,0.0010621227556839585,Not tip
650,0.010673828423023224,Not tip
651,0.9982028007507324,Not tip
652,0.0017763711512088776,Not tip
653,0.0005577575648203492,Not tip
654,0.06728934496641159,Not tip
655,0.9575581550598145,Not tip
656,0.20767366886138916,Not tip
657,0.0005735305603593588,Not tip
658,0.10829242318868637,Not tip
659,0.0006678087520413101,Not tip
660,0.000693499983754009,Not tip
661,0.9974013566970825,Not tip
662,0.8844318389892578,Not tip
663,0.0009474696707911789,Not tip
664,0.0007420788169838488,Not tip
665,0.0007154731429181993,Not tip
666,0.0009772226912900805,Not tip
667,0.0010620999382808805,Not tip
668,0.009846819564700127,Not tip
669,0.0005770136485807598,Not tip
670,0.0019789717625826597,Not tip
671,0.5638680458068848,Not tip
672,0.04900325462222099,Not tip
673,0.9903843402862549,Not tip
674,0.0014421743107959628,Not tip
675,0.0005705636576749384,Not tip
676,0.0005399114452302456,Not tip
677,0.009694961830973625,Not tip
678,0.0010835464345291257,Not tip
679,0.0006401083082892001,Not tip
680,0.0014918126398697495,Not tip
681,0.0011288831010460854,Not tip
682,0.0007553653558716178,Not tip
683,0.0005798385827802122,Not tip
684,0.0006118298624642193,Not tip
685,0.006374754477292299,Not tip
686,0.0006774085923098028,Not tip
687,0.000961633282713592,Not tip
688,0.001062906114384532,Not tip
689,0.001473437761887908,Not tip
690,0.9971087574958801,Not tip
691,0.0006903170724399388,Not tip
692,0.0006209195125848055,Not tip
693,0.0011779166525229812,Not tip
694,0.0005800646031275392,Not tip
695,0.0005888862651772797,Not tip
696,0.06629159301519394,Not tip
697,0.000830678443890065,Not tip
698,0.000579828629270196,Not tip
699,0.9944796562194824,Not tip
700,0.0007916137692518532,Not tip
701,0.0011497116647660732,Not tip
702,0.0027982790488749743,Not tip
703,0.0012228225823491812,Not tip
704,0.0005787320551462471,Not tip
705,0.6399801969528198,Not tip
706,0.0006074726115912199,Not tip
707,0.0007426483207382262,Not tip
708,0.000572450808249414,Not tip
709,0.0005843543913215399,Not tip
710,0.0006526585784740746,Not tip
711,0.0006143296486698091,Not tip
712,0.0007946149562485516,Not tip
713,0.6983009576797485,Not tip
714,0.10436800122261047,Not tip
715,0.0006793930660933256,Not tip
716,0.0007435997831635177,Not tip
717,0.0007391555118374527,Not tip
718,0.0006358542013913393,Not tip
719,0.0053889136761426926,Not tip
720,0.3825623393058777,Not tip
721,0.0005614525871351361,Not tip
722,0.0006775909569114447,Not tip
723,0.001015365356579423,Not tip
724,0.0006037289276719093,Not tip
725,0.002301850588992238,Not tip
726,0.0007728681666776538,Not tip
727,0.002254297723993659,Not tip
728,0.0013323886087164283,Not tip
729,0.998033344745636,Not tip
730,0.0006713044131174684,Not tip
731,0.0013752117520198226,Not tip
732,0.9957276582717896,Not tip
733,0.18144620954990387,Not tip
734,0.0005913267377763987,Not tip
735,0.0005735108279623091,Not tip
736,0.0006294361082836986,Not tip
737,0.0013186822179704905,Not tip
738,0.0010221583070233464,Not tip
739,0.0007163115660659969,Not tip
740,0.00205414230003953,Not tip
741,0.8486739993095398,Not tip
742,0.0007568784640170634,Not tip
743,0.0033002805430442095,Not tip
744,0.9974654912948608,Not tip
745,0.0006078340229578316,Not tip
746,0.0006323375273495913,Not tip
747,0.0005794885801151395,Not tip
748,0.13280239701271057,Not tip
749,0.0006008873460814357,Not tip
750,0.0005415357300080359,Not tip
751,0.9739071726799011,Not tip
752,0.2655342221260071,Not tip
753,0.0005672741099260747,Not tip
754,0.007869867607951164,Not tip
755,0.933106005191803,Not tip
756,0.0005489664035849273,Not tip
757,0.0005374997272156179,Not tip
758,0.0007200093823485076,Not tip
759,0.000716121110599488,Not tip
760,0.0005509612383320928,Not tip
761,0.0021828908938914537,Not tip
762,0.0353645384311676,Not tip
763,0.0008736240561120212,Not tip
764,0.0007328360807150602,Not tip
765,0.0006407128530554473,Not tip
766,0.0007051024003885686,Not tip
767,0.0007935616304166615,Not tip
768,0.0006309920572675765,Not tip
769,0.0006524597411043942,Not tip
770,0.0009691321756690741,Not tip
771,0.0006526656216010451,Not tip
772,0.004047642927616835,Not tip
773,0.5183143615722656,Not tip
774,0.0006544208736158907,Not tip
775,0.006768426392227411,Not tip
776,0.9409298896789551,Not tip
777,0.01583241857588291,Not tip
778,0.0006533502601087093,Not tip
779,0.9980955719947815,Not tip
780,0.19806070625782013,Not tip
781,0.15993230044841766,Not tip
782,0.0005854595801793039,Not tip
783,0.0005660110036842525,Not tip
784,0.0005439161323010921,Not tip
785,0.004787497688084841,Not tip
786,0.01197592169046402,Not tip
787,0.9317336678504944,Not tip
788,0.7449124455451965,Not tip
789,0.0006087227957323194,Not tip
790,0.0006063894834369421,Not tip
791,0.0008605331531725824,Not tip
792,0.5790029168128967,Not tip
793,0.0013173442566767335,Not tip
794,0.009760077111423016,Not tip
795,0.0005747105460613966,Not tip
796,0.0006093322299420834,Not tip
797,0.0010787053033709526,Not tip
798,0.0005593170644715428,Not tip
799,0.9573977589607239,Not tip
800,0.0010792510583996773,Not tip
801,0.0007032897556200624,Not tip
802,0.9930012226104736,Not tip
803,0.0005492132040672004,Not tip
804,0.9703927636146545,Not tip
805,0.0007655479712411761,Not tip
806,0.8369532227516174,Not tip
807,0.0005563048762269318,Not tip
808,0.3058718740940094,Not tip
809,0.0008002445101737976,Not tip
810,0.0009292433387599885,Not tip
811,0.0032739518210291862,Not tip
812,0.0008072158670984209,Not tip
813,0.0013179051456972957,Not tip
814,0.0005418871296569705,Not tip
815,0.0036697080358862877,Not tip
816,0.0006562602357007563,Not tip
817,0.0006506075151264668,Not tip
818,0.0005609096260741353,Not tip
819,0.0005766414105892181,Not tip
820,0.993709921836853,Not tip
821,0.0009192904108203948,Not tip
822,0.16920529305934906,Not tip
823,0.0006185380043461919,Not tip
824,0.0014062998816370964,Not tip
825,0.0005819907528348267,Not tip
826,0.0006168618565425277,Not tip
827,0.0007429041434079409,Not tip
828,0.0005651959800161421,Not tip
829,0.0006896167760714889,Not tip
830,0.0007115079206414521,Not tip
831,0.0006115232827141881,Not tip
832,0.0005569576751440763,Not tip
833,0.020014218986034393,Not tip
834,0.011573870666325092,Not tip
835,0.0006045949412509799,Not tip
836,0.0007504551904276013,Not tip
837,0.21494854986667633,Not tip
838,0.014728419482707977,Not tip
839,0.002293872646987438,Not tip
840,0.0009352014167234302,Not tip
